;Ответ;Муравьи
a=1.0, r=0.5, t=160;130;300
a=1.0, r=0.5, t=170;130;270
a=1.0, r=0.5, t=180;130;300
a=1.0, r=0.5, t=190;130;270
a=1.0, r=0.5, t=200;130;280
a=1.0, r=0.6, t=10;130;270
a=1.0, r=0.6, t=20;130;270
a=1.0, r=0.6, t=30;130;300
a=1.0, r=0.6, t=40;130;280
a=1.0, r=0.6, t=50;130;300
a=1.0, r=0.6, t=60;130;270
a=1.0, r=0.6, t=70;130;270
a=1.0, r=0.6, t=80;130;280
a=1.0, r=0.6, t=90;130;280
a=1.0, r=0.6, t=100;130;300
a=1.0, r=0.6, t=110;130;280
a=1.0, r=0.6, t=120;130;270
a=1.0, r=0.6, t=130;130;270
a=1.0, r=0.6, t=140;130;300
a=1.0, r=0.6, t=150;130;280
a=1.0, r=0.6, t=160;130;270
a=1.0, r=0.6, t=170;130;300
a=1.0, r=0.6, t=180;130;300
a=1.0, r=0.6, t=190;130;300
a=1.0, r=0.6, t=200;130;300
a=1.0, r=0.7, t=10;130;300
a=1.0, r=0.7, t=20;130;280
a=1.0, r=0.7, t=30;130;300
a=1.0, r=0.7, t=40;130;270
a=1.0, r=0.7, t=50;130;270
a=1.0, r=0.7, t=60;130;300
a=1.0, r=0.7, t=70;130;280
a=1.0, r=0.7, t=80;130;280
a=1.0, r=0.7, t=90;130;270
a=1.0, r=0.7, t=100;130;280
a=1.0, r=0.7, t=110;130;300
a=1.0, r=0.7, t=120;130;300
a=1.0, r=0.7, t=130;130;300
a=1.0, r=0.7, t=140;130;300
a=1.0, r=0.7, t=150;130;270
a=1.0, r=0.7, t=160;130;270
a=1.0, r=0.7, t=170;130;270
a=1.0, r=0.7, t=180;130;270
a=1.0, r=0.7, t=190;130;270
a=1.0, r=0.7, t=200;130;270
a=1.0, r=0.8, t=10;130;300
a=1.0, r=0.8, t=20;130;300
a=1.0, r=0.8, t=30;130;270
a=1.0, r=0.8, t=40;130;280
a=1.0, r=0.8, t=50;130;300
a=1.0, r=0.8, t=60;130;300
a=1.0, r=0.8, t=70;130;280
a=1.0, r=0.8, t=80;130;270
a=1.0, r=0.8, t=90;130;280
a=1.0, r=0.8, t=100;130;280
a=1.0, r=0.8, t=110;130;300
a=1.0, r=0.8, t=120;130;270
a=1.0, r=0.8, t=130;130;300
a=1.0, r=0.8, t=140;130;300
a=1.0, r=0.8, t=150;130;300
a=1.0, r=0.8, t=160;130;280
a=1.0, r=0.8, t=170;130;270
a=1.0, r=0.8, t=180;130;270
a=1.0, r=0.8, t=190;130;270
a=1.0, r=0.8, t=200;130;300
a=1.0, r=0.9, t=10;130;300
a=1.0, r=0.9, t=20;130;280
a=1.0, r=0.9, t=30;130;270
a=1.0, r=0.9, t=40;130;300
a=1.0, r=0.9, t=50;130;300
a=1.0, r=0.9, t=60;130;300
a=1.0, r=0.9, t=70;130;280
a=1.0, r=0.9, t=80;130;270
a=1.0, r=0.9, t=90;130;280
a=1.0, r=0.9, t=100;130;270
a=1.0, r=0.9, t=110;130;300
a=1.0, r=0.9, t=120;130;270
a=1.0, r=0.9, t=130;130;280
a=1.0, r=0.9, t=140;130;270
a=1.0, r=0.9, t=150;130;270
a=1.0, r=0.9, t=160;130;300
a=1.0, r=0.9, t=170;130;270
a=1.0, r=0.9, t=180;130;300
a=1.0, r=0.9, t=190;130;270
a=1.0, r=0.9, t=200;130;280
a=1.0, r=1.0, t=10;130;300
a=1.0, r=1.0, t=20;130;300
a=1.0, r=1.0, t=30;130;270
a=1.0, r=1.0, t=40;130;270
a=1.0, r=1.0, t=50;130;270
a=1.0, r=1.0, t=60;130;270
a=1.0, r=1.0, t=70;130;270
a=1.0, r=1.0, t=80;130;300
a=1.0, r=1.0, t=90;130;270
a=1.0, r=1.0, t=100;130;300
a=1.0, r=1.0, t=110;130;300
a=1.0, r=1.0, t=120;130;300
a=1.0, r=1.0, t=130;130;270
a=1.0, r=1.0, t=140;130;300
a=1.0, r=1.0, t=150;130;300
a=1.0, r=1.0, t=160;130;270
a=1.0, r=1.0, t=170;130;300
a=1.0, r=1.0, t=180;130;270
a=1.0, r=1.0, t=190;130;280
a=1.0, r=1.0, t=200;130;280
