;Ответ;Муравьи
0;170;170
1;170;170
2;170;170
3;170;170
4;170;170
5;170;170
6;170;170
7;170;170
8;170;170
9;170;170
10;170;170
11;170;170
12;170;170
13;170;170
14;170;170
15;170;170
16;170;170
17;170;170
18;170;170
19;170;170
20;170;170
21;170;170
22;170;170
23;170;170
24;170;170
25;170;170
26;170;170
27;170;170
28;170;170
29;170;170
30;170;170
31;170;170
32;170;170
33;170;170
34;170;170
35;170;170
36;170;170
37;170;170
38;170;170
39;170;170
40;170;170
41;170;170
42;170;170
43;170;170
44;170;170
45;170;170
46;170;170
47;170;170
48;170;170
49;170;170
50;170;170
51;170;170
52;170;170
53;170;170
54;170;170
55;170;170
56;170;170
57;170;170
58;170;170
59;170;170
60;170;170
61;170;170
62;170;170
63;170;170
64;170;170
65;170;170
66;170;170
67;170;170
68;170;170
69;170;170
70;170;170
71;170;170
72;170;170
73;170;170
74;170;170
75;170;170
76;170;170
77;170;170
78;170;170
79;170;170
80;170;170
81;170;170
82;170;170
83;170;170
84;170;170
85;170;170
86;170;170
87;170;170
88;170;170
89;170;170
90;170;170
91;170;170
92;170;170
93;170;170
94;170;170
95;170;170
96;170;170
97;170;170
98;170;170
99;170;170
100;170;170
101;170;170
102;170;170
103;170;170
104;170;170
105;170;170
106;170;170
107;170;170
108;170;170
109;170;170
110;170;170
111;170;170
112;170;170
113;170;170
114;170;170
115;170;170
116;170;170
117;170;170
118;170;170
119;170;170
120;170;170
121;170;170
122;170;170
123;170;170
124;170;170
125;170;170
126;170;170
127;170;170
128;170;170
129;170;170
130;170;170
131;170;170
132;170;170
133;170;170
134;170;170
135;170;170
136;170;170
137;170;170
138;170;170
139;170;170
140;170;170
141;170;170
142;170;170
143;170;170
144;170;170
145;170;170
146;170;170
147;170;170
148;170;170
149;170;170
150;170;170
151;170;170
152;170;170
153;170;170
154;170;170
155;170;170
156;170;170
157;170;170
158;170;170
159;170;170
160;170;170
161;170;170
162;170;170
163;170;170
164;170;170
165;170;170
166;170;170
167;170;170
168;170;170
169;170;170
170;170;170
171;170;170
172;170;170
173;170;170
174;170;170
175;170;170
176;170;170
177;170;170
178;170;170
179;170;170
180;170;170
181;170;170
182;170;170
183;170;170
184;170;170
185;170;170
186;170;170
187;170;170
188;170;170
189;170;170
190;170;170
191;170;170
192;170;170
193;170;170
194;170;170
195;170;170
196;170;170
197;170;170
198;170;170
199;170;170
200;170;170
201;170;170
202;170;170
203;170;170
204;170;170
205;170;170
206;170;170
207;170;170
208;170;170
209;170;170
210;170;170
211;170;170
212;170;170
213;170;170
214;170;170
215;170;170
216;170;170
217;170;170
218;170;170
219;170;170
220;170;170
221;170;170
222;170;170
223;170;170
224;170;170
225;170;170
226;170;170
227;170;170
228;170;170
229;170;170
230;170;170
231;170;170
232;170;170
233;170;170
234;170;170
235;170;170
236;170;190
237;170;170
238;170;170
239;170;170
240;170;170
241;170;170
242;170;170
243;170;170
244;170;170
245;170;170
246;170;170
247;170;170
248;170;170
249;170;170
250;170;170
251;170;170
252;170;170
253;170;170
254;170;170
255;170;170
256;170;170
257;170;170
258;170;170
259;170;170
260;170;170
261;170;170
262;170;170
263;170;170
264;170;170
265;170;170
266;170;170
267;170;170
268;170;170
269;170;170
270;170;170
271;170;170
272;170;170
273;170;170
274;170;170
275;170;170
276;170;170
277;170;170
278;170;170
279;170;170
280;170;170
281;170;170
282;170;170
283;170;170
284;170;170
285;170;170
286;170;170
287;170;170
288;170;170
289;170;170
290;170;170
291;170;170
292;170;170
293;170;170
294;170;170
295;170;170
296;170;170
297;170;170
298;170;170
299;170;170
300;170;170
301;170;170
302;170;170
303;170;170
304;170;170
305;170;170
306;170;170
307;170;170
308;170;170
309;170;170
310;170;170
311;170;170
312;170;170
313;170;170
314;170;170
315;170;170
316;170;170
317;170;170
318;170;170
319;170;170
320;170;170
321;170;170
322;170;170
323;170;170
324;170;170
325;170;170
326;170;170
327;170;170
328;170;170
329;170;170
330;170;170
331;170;170
332;170;170
333;170;190
334;170;170
335;170;170
336;170;170
337;170;170
338;170;170
339;170;170
340;170;170
341;170;170
342;170;170
343;170;170
344;170;170
345;170;170
346;170;170
347;170;170
348;170;170
349;170;170
350;170;170
351;170;170
352;170;170
353;170;170
354;170;170
355;170;170
356;170;170
357;170;170
358;170;170
359;170;170
360;170;170
361;170;170
362;170;170
363;170;170
364;170;170
365;170;170
366;170;170
367;170;170
368;170;170
369;170;170
370;170;170
371;170;170
372;170;170
373;170;170
374;170;170
375;170;170
376;170;170
377;170;170
378;170;170
379;170;170
380;170;170
381;170;170
382;170;170
383;170;170
384;170;170
385;170;170
386;170;170
387;170;170
388;170;170
389;170;170
390;170;170
391;170;170
392;170;170
393;170;170
394;170;170
395;170;170
396;170;170
397;170;170
398;170;170
399;170;170
400;170;170
401;170;170
402;170;170
403;170;170
404;170;170
405;170;170
406;170;170
407;170;170
408;170;170
409;170;170
410;170;170
411;170;170
412;170;170
413;170;170
414;170;170
415;170;170
416;170;170
417;170;170
418;170;170
419;170;170
420;170;170
421;170;170
422;170;170
423;170;170
424;170;170
425;170;170
426;170;170
427;170;170
428;170;170
429;170;170
430;170;170
431;170;170
432;170;170
433;170;170
434;170;170
435;170;170
436;170;170
437;170;170
438;170;170
439;170;170
440;170;170
441;170;170
442;170;170
443;170;170
444;170;170
445;170;170
446;170;170
447;170;170
448;170;170
449;170;170
450;170;170
451;170;170
452;170;170
453;170;170
454;170;170
455;170;170
456;170;170
457;170;170
458;170;170
459;170;190
460;170;170
461;170;170
462;170;170
463;170;170
464;170;170
465;170;170
466;170;170
467;170;170
468;170;170
469;170;170
470;170;170
471;170;170
472;170;170
473;170;170
474;170;170
475;170;170
476;170;170
477;170;170
478;170;170
479;170;170
480;170;170
481;170;170
482;170;170
483;170;170
484;170;170
485;170;170
486;170;170
487;170;170
488;170;170
489;170;170
490;170;170
491;170;170
492;170;170
493;170;170
494;170;170
495;170;170
496;170;170
497;170;170
498;170;170
499;170;170
500;170;170
501;170;170
502;170;170
503;170;170
504;170;170
505;170;170
506;170;170
507;170;170
508;170;170
509;170;170
510;170;170
511;170;170
512;170;170
513;170;170
514;170;170
515;170;170
516;170;170
517;170;170
518;170;170
519;170;170
520;170;170
521;170;170
522;170;170
523;170;170
524;170;170
525;170;170
526;170;170
527;170;170
528;170;170
529;170;170
530;170;170
531;170;170
532;170;170
533;170;170
534;170;170
535;170;170
536;170;170
537;170;170
538;170;170
539;170;170
540;170;170
541;170;170
542;170;170
543;170;170
544;170;170
545;170;170
546;170;170
547;170;170
548;170;170
549;170;170
550;170;170
551;170;170
552;170;170
553;170;170
554;170;170
555;170;170
556;170;170
557;170;170
558;170;170
559;170;170
560;170;170
561;170;170
562;170;170
563;170;170
564;170;170
565;170;170
566;170;170
567;170;170
568;170;170
569;170;170
570;170;170
571;170;170
572;170;170
573;170;170
574;170;170
575;170;170
576;170;170
577;170;170
578;170;170
579;170;170
580;170;170
581;170;170
582;170;170
583;170;170
584;170;170
585;170;170
586;170;190
587;170;170
588;170;170
589;170;170
590;170;170
591;170;170
592;170;170
593;170;170
594;170;170
595;170;170
596;170;170
597;170;170
598;170;170
599;170;170
600;170;170
601;170;170
602;170;170
603;170;170
604;170;170
605;170;170
606;170;170
607;170;190
608;170;170
609;170;170
610;170;170
611;170;170
612;170;170
613;170;170
614;170;190
615;170;170
616;170;170
617;170;170
618;170;170
619;170;170
620;170;170
621;170;170
622;170;170
623;170;170
624;170;170
625;170;190
626;170;210
627;170;170
628;170;170
629;170;170
630;170;170
631;170;170
632;170;170
633;170;190
634;170;170
635;170;170
636;170;170
637;170;170
638;170;170
639;170;170
640;170;170
641;170;170
642;170;170
643;170;170
644;170;170
645;170;190
646;170;170
647;170;170
648;170;170
649;170;170
650;170;170
651;170;170
652;170;190
653;170;170
654;170;170
655;170;170
656;170;170
657;170;170
658;170;170
659;170;170
660;170;170
661;170;170
662;170;190
663;170;170
664;170;170
665;170;170
666;170;170
667;170;190
668;170;170
669;170;170
670;170;170
671;170;170
672;170;170
673;170;170
674;170;170
675;170;170
676;170;190
677;170;170
678;170;170
679;170;170
680;170;170
681;170;170
682;170;170
683;170;170
684;170;170
685;170;170
686;170;170
687;170;170
688;170;170
689;170;170
690;170;170
691;170;170
692;170;170
693;170;170
694;170;170
695;170;170
696;170;170
697;170;170
698;170;170
699;170;170
700;170;170
701;170;190
702;170;170
703;170;170
704;170;170
705;170;170
706;170;170
707;170;170
708;170;170
709;170;170
710;170;170
711;170;170
712;170;170
713;170;170
714;170;170
715;170;170
716;170;170
717;170;170
718;170;170
719;170;170
720;170;170
721;170;170
722;170;170
723;170;170
724;170;190
725;170;170
726;170;170
727;170;190
728;170;190
729;170;170
730;170;170
731;170;170
732;170;170
733;170;170
734;170;170
735;170;170
736;170;170
737;170;170
738;170;170
739;170;170
740;170;170
741;170;170
742;170;170
743;170;170
744;170;170
745;170;190
746;170;170
747;170;170
748;170;170
749;170;170
750;170;170
751;170;170
752;170;170
753;170;170
754;170;170
755;170;170
756;170;170
757;170;170
758;170;170
759;170;170
760;170;190
761;170;170
762;170;170
763;170;170
764;170;170
765;170;170
766;170;170
767;170;170
768;170;170
769;170;170
770;170;170
771;170;170
772;170;170
773;170;170
774;170;170
775;170;170
776;170;170
777;170;170
778;170;170
779;170;170
780;170;190
781;170;170
782;170;170
783;170;170
784;170;170
785;170;170
786;170;170
787;170;170
788;170;170
789;170;170
790;170;190
791;170;190
792;170;170
793;170;190
794;170;170
795;170;170
796;170;170
797;170;170
798;170;170
799;170;190
800;170;170
801;170;190
802;170;190
803;170;170
804;170;170
805;170;170
806;170;170
807;170;190
808;170;190
809;170;170
810;170;190
811;170;190
812;170;170
813;170;170
814;170;170
815;170;170
816;170;170
817;170;170
818;170;190
819;170;170
820;170;170
821;170;190
822;170;190
823;170;170
824;170;170
825;170;190
826;170;190
827;170;170
828;170;170
829;170;170
830;170;170
831;170;190
832;170;170
833;170;190
834;170;170
835;170;170
836;170;190
837;170;170
838;170;170
839;170;170
840;170;170
841;170;170
842;170;170
843;170;170
844;170;190
845;170;170
846;170;170
847;170;170
848;170;170
849;170;190
850;170;170
851;170;190
852;170;190
853;170;170
854;170;170
855;170;170
856;170;170
857;170;170
858;170;190
859;170;170
860;170;170
861;170;170
862;170;190
863;170;170
864;170;170
865;170;170
866;170;170
867;170;170
868;170;190
869;170;170
870;170;190
871;170;190
872;170;170
873;170;170
874;170;190
875;170;190
876;170;190
877;170;190
878;170;170
879;170;170
880;170;170
881;170;190
882;170;170
883;170;170
884;170;190
885;170;170
886;170;190
887;170;190
888;170;190
889;170;190
890;170;170
891;170;190
892;170;170
893;170;170
894;170;170
895;170;170
896;170;190
897;170;190
898;170;190
899;170;190
900;170;190
901;170;190
902;170;170
903;170;190
904;170;190
905;170;190
906;170;170
907;170;190
908;170;190
909;170;170
910;170;190
911;170;190
912;170;190
913;170;170
914;170;200
915;170;170
916;170;170
917;170;170
918;170;170
919;170;170
920;170;170
921;170;190
922;170;190
923;170;190
924;170;190
925;170;190
926;170;170
927;170;170
928;170;170
929;170;190
930;170;170
931;170;190
932;170;170
933;170;190
934;170;170
935;170;190
936;170;190
937;170;170
938;170;170
939;170;170
940;170;210
941;170;190
942;170;170
943;170;170
944;170;190
945;170;170
946;170;170
947;170;190
948;170;190
949;170;170
950;170;170
951;170;190
952;170;170
953;170;190
954;170;170
955;170;210
956;170;190
957;170;170
958;170;190
