%% LaTeX2e file `DamLevI.dat'
%% generated by the `filecontents' environment
%% from source `lab2' on 2019/10/20.
%%
2 8.037090301513672e-06
3 1.4026165008544921e-05
4 2.2227764129638673e-05
5 3.213644027709961e-05
6 4.3256282806396486e-05
7 5.80739974975586e-05
8 7.905483245849609e-05
9 9.465694427490234e-05
