%% LaTeX2e file `Lev.dat'
%% generated by the `filecontents' environment
%% from source `lab_1' on 2019/10/30.
%%
2 7.290840148925781e-06
3 1.2617111206054688e-05
4 1.8756389617919922e-05
5 2.599000930786133e-05
6 3.4031867980957033e-05
7 4.4512748718261716e-05
8 5.8357715606689456e-05
9 7.156133651733398e-05
