%% LaTeX2e file `dam_lev_rec.dat'
%% generated by the `filecontents' environment
%% from source `lab_1' on 2019/12/17.
%%
2 1.83e-05
3 9.10e-05
4 4.95e-04
5 2.75e-03
6 1.60e-02
7 8.83e-02
