%% LaTeX2e file `DamLevI.dat'
%% generated by the `filecontents' environment
%% from source `lab_1' on 2019/10/30.
%%
2 1.43e-05
3 2.29e-05
4 3.37e-05
5 4.94e-05
6 7.42e-05
7 1.01e-04
