Object0		0  109  109  125  125  156  
Object1		109  219  219  234  234  266  
Object2		219  328  328  344  344  375  
Object3		328  422  422  453  453  469  
Object4		422  531  531  547  547  578  
Object5		531  625  625  656  656  672  
Object6		625  750  750  776  776  799  
Object7		750  858  858  882  882  904  
Object8		858  967  967  990  990  1013  
Object9		967  1073  1073  1097  1097  1120  
Object10		1073  1181  1181  1203  1203  1226  
Object11		1181  1279  1279  1294  1294  1325  
Object12		1279  1279  1294  1325  1325  1341  
Object13		1279  1279  1325  1341  1341  1357  
Object14		1279  1279  1341  1357  1357  1388  
Total time: 1388
