Object0		0  101  1108  1139  1421  1452  
Object1		101  187  1139  1155  1452  1467  
Object2		187  280  1155  1171  1467  1483  
Object3		280  374  1171  1202  1483  1514  
Object4		374  452  1202  1218  1514  1530  
Object5		452  546  1218  1233  1530  1546  
Object6		546  640  1233  1264  1546  1577  
Object7		640  733  1264  1280  1577  1592  
Object8		733  827  1280  1296  1592  1608  
Object9		827  921  1296  1327  1608  1639  
Object10		921  1014  1327  1343  1639  1655  
Object11		1014  1108  1343  1358  1655  1671  
Object12		1108  1108  1358  1389  1671  1702  
Object13		1108  1108  1389  1405  1702  1717  
Object14		1108  1108  1405  1421  1717  1733  
Total time: 1733
