Object0		0  45  484  510  1114  1138  
Object1		45  90  510  535  1138  1163  
Object2		90  135  535  561  1163  1188  
Object3		135  178  561  586  1188  1214  
Object4		178  222  586  611  1214  1239  
Object5		222  266  611  637  1239  1264  
Object6		266  309  637  662  1264  1289  
Object7		309  353  662  687  1289  1314  
Object8		353  398  687  713  1314  1339  
Object9		398  442  713  738  1339  1364  
Object10		442  484  738  763  1364  1389  
Object11		484  484  763  789  1389  1414  
Object12		484  484  789  814  1414  1439  
Object13		484  484  814  839  1439  1463  
Object14		484  484  839  864  1463  1488  
Object15		484  484  864  889  1488  1514  
Object16		484  484  889  914  1514  1540  
Object17		484  484  914  939  1540  1583  
Object18		484  484  939  964  1583  1607  
Object19		484  484  964  989  1607  1633  
Object20		484  484  989  1014  1633  1658  
Object21		484  484  1014  1039  1658  1685  
Object22		484  484  1039  1064  1685  1711  
Object23		484  484  1064  1089  1711  1735  
Object24		484  484  1089  1114  1735  1760  
Total time: 1760
